Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Band strength (product.metafields.shopify.band-strength),Blade material (product.metafields.shopify.blade-material),Board material (product.metafields.shopify.board-material),Board mounting type (product.metafields.shopify.board-mounting-type),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Corrector features (product.metafields.shopify.corrector-features),Desk organizer features (product.metafields.shopify.desk-organizer-features),Envelope features (product.metafields.shopify.envelope-features),Fabric (product.metafields.shopify.fabric),Frame design (product.metafields.shopify.frame-design),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Hardware material (product.metafields.shopify.hardware-material),Ink color (product.metafields.shopify.ink-color),Lead grade (product.metafields.shopify.lead-grade),Marker tip design (product.metafields.shopify.marker-tip-design),Material (product.metafields.shopify.material),Office instrument material (product.metafields.shopify.office-instrument-material),Office supply material (product.metafields.shopify.office-supply-material),Paper size (product.metafields.shopify.paper-size),Paper type (product.metafields.shopify.paper-type),Pen color (product.metafields.shopify.pen-color),Presentation supply features (product.metafields.shopify.presentation-supply-features),Shape (product.metafields.shopify.shape),Spinner type (product.metafields.shopify.spinner-type),Stapler features (product.metafields.shopify.stapler-features),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Status
original®-graphite-pencils-pack-of-12s-copy,Original® Graphite Pencils Pack of 12's,"<p data-mce-fragment=""1""><img height=""86"" width=""178"" src=""https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Original_Logo.jpg?v=1722946596"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Original_Logo.jpg?v=1722946596""></p>
<p data-mce-fragment=""1"">Original® HB Pencils Art No.:43971</p>
<p data-mce-fragment=""1"">Packing:  <span> H &amp; B 12 PCS SKETCHING PENCILS SET </span></p>
<p data-mce-fragment=""1""><span>Includes 12 pre sharpened professional quality graphite pencils</span></p>
<ul>
<li>The leads in these pencils are fully bonded to the wood to prevent breakage.</li>
<li>These real wood HB (#2 1/2 ) Pencils are ideal for writing, drafting and sketching.</li>
<li>They are made of high quality wood and sharpened smoothly.</li>
</ul>
<p><img src=""https://th.bing.com/th/id/OIP.dQRxdJg7NSeljaU9xGZoeAAAAA?pid=ImgDet&amp;w=150&amp;h=150&amp;c=7&amp;dpr=1.1"" alt=""See related image detail. 5 best fax apps and fax sending apps for Android - Android Authority"" width=""93"" height=""93"" data-mce-src=""https://th.bing.com/th/id/OIP.dQRxdJg7NSeljaU9xGZoeAAAAA?pid=ImgDet&amp;w=150&amp;h=150&amp;c=7&amp;dpr=1.1"">  <img src=""https://th.bing.com/th?q=Writing+Art+Pencil&amp;w=120&amp;h=120&amp;c=1&amp;rs=1&amp;qlt=90&amp;cb=1&amp;dpr=1.1&amp;pid=InlineBlock&amp;mkt=en-US&amp;cc=US&amp;setlang=en&amp;adlt=strict&amp;t=1&amp;mw=247"" alt=""Writing Art Pencil"" width=""93"" height=""93"" data-mce-src=""https://th.bing.com/th?q=Writing+Art+Pencil&amp;w=120&amp;h=120&amp;c=1&amp;rs=1&amp;qlt=90&amp;cb=1&amp;dpr=1.1&amp;pid=InlineBlock&amp;mkt=en-US&amp;cc=US&amp;setlang=en&amp;adlt=strict&amp;t=1&amp;mw=247"">  <img height=""93"" width=""86"" alt=""Image result for drawing pencil for sketching logo"" src=""https://th.bing.com/th/id/OIP.Kr2_iWXqA8CVVHCHtZugIAHaH0?w=166&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.Kr2_iWXqA8CVVHCHtZugIAHaH0?w=166&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""><img height=""92"" width=""88"" alt=""Image result for scanner logo"" src=""https://th.bing.com/th/id/OIP.Q60ibjhlPjl0W7RcTlsQBgHaH0?w=183&amp;h=192&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.Q60ibjhlPjl0W7RcTlsQBgHaH0?w=183&amp;h=192&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""></p>
<p><img alt=""Image result for Does not contain rain forest wood  logo"" src=""https://th.bing.com/th/id/OIP.ko13yd1_i0hveVO50KGKLQAAAA?w=100&amp;h=100&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.ko13yd1_i0hveVO50KGKLQAAAA?w=100&amp;h=100&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> Does not contain Rain Forest Wood</p>
<p><img height=""57"" width=""82"" alt=""Image result for CE logo"" src=""https://th.bing.com/th/id/OIP.VeSRuYuWPxZkaqe1EPT-RAHaFN?w=267&amp;h=187&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.VeSRuYuWPxZkaqe1EPT-RAHaFN?w=267&amp;h=187&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> Complies to European Safety STD. EN71</p>
<p><img height=""82"" width=""82"" src=""https://th.bing.com/th/id/OIP.MUubJpqFdkKTCGPQER2ZhgHaHa?w=200&amp;h=200&amp;c=7&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.MUubJpqFdkKTCGPQER2ZhgHaHa?w=200&amp;h=200&amp;c=7&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> <img height=""89"" width=""119"" alt=""Image result for UK CA logo"" src=""https://th.bing.com/th/id/OIP.q1j9uxm0C_ISLTzB7IerIwHaE8?w=244&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.q1j9uxm0C_ISLTzB7IerIwHaE8?w=244&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> non-toxic<img height=""63"" width=""62"" alt=""Image result for Non Toxic logo"" src=""https://th.bing.com/th/id/OIP.TOAvena6PAmuGp_eo7dXvgHaHa?w=179&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.TOAvena6PAmuGp_eo7dXvgHaHa?w=179&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""></p>
<p><strong><span style=""color: rgb(255, 42, 0);"" data-mce-style=""color: rgb(255, 42, 0);"">Warning !</span></strong></p>
<p><span style=""color: rgb(0, 0, 0);"" data-mce-style=""color: rgb(0, 0, 0);"">Not suitable for children under three years due to the presence of small parts which can be swallowed.</span></p>
<p><span style=""color: rgb(0, 0, 0);"" data-mce-style=""color: rgb(0, 0, 0);""><img src=""https://th.bing.com/th/id/OIP._oOOA-iaApE0NWt-oAVcBwHaHa?pid=ImgDet&amp;w=207&amp;h=207&amp;c=7&amp;dpr=1.1"" alt=""See related image detail. Recycle vector icon. Ecology illustration sign. recycling symbol. Eco ..."" width=""72"" height=""72"" data-mce-src=""https://th.bing.com/th/id/OIP._oOOA-iaApE0NWt-oAVcBwHaHa?pid=ImgDet&amp;w=207&amp;h=207&amp;c=7&amp;dpr=1.1""></span></p>
<p>Recycle</p>
<p><img height=""70"" width=""69"" alt=""Image result for made in china sticker"" src=""https://th.bing.com/th/id/OIP.-mQkg_YuvYMmiwBQ6d58sQHaHa?w=179&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" data-mce-src=""https://th.bing.com/th/id/OIP.-mQkg_YuvYMmiwBQ6d58sQHaHa?w=179&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""></p>",Original,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Writing Pencils,Pencils,"Brands, Conference Supplies, Desk Accessories, Kids, Office Supplies, Original, PENCILS",true,Title,Default Title,,,,,,,,097 43971,0.0,shopify,89,continue,manual,0.400,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/image00010copy2.jpg?v=1725100952,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original®-graphite-pencils-pack-of-12s-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/097_43971-1.jpg?v=1725100926,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
staedtler-noris-pencil-with-rubber-tip-st-122-hba-53-copy,Original® Graphite Pencils with Eraser Pack of 12's,"<p data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Original_Logo.jpg?v=1722946596"" width=""178"" height=""86"" data-mce-src=""https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Original_Logo.jpg?v=1722946596""></p>
<p data-mce-fragment=""1"">Original® Pencil With Rubber Tip Art No.:43970</p>
<p data-mce-fragment=""1"">Packing:  <span> H &amp; B 12 PCS SKETCHING PENCILS SET </span></p>
<p data-mce-fragment=""1""><span>Includes 12 pre sharpened professional quality graphite pencils</span></p>
<ul>
<li>The leads in these pencils are fully bonded to the wood to prevent breakage.</li>
<li>These real wood HB (#2 1/2 ) Pencils are ideal for writing, drafting and sketching.</li>
<li>They are made of high quality wood and sharpened smoothly.</li>
</ul>
<p><img height=""93"" width=""93"" alt=""See related image detail. 5 best fax apps and fax sending apps for Android - Android Authority"" src=""https://th.bing.com/th/id/OIP.dQRxdJg7NSeljaU9xGZoeAAAAA?pid=ImgDet&amp;w=150&amp;h=150&amp;c=7&amp;dpr=1.1"" data-mce-src=""https://th.bing.com/th/id/OIP.dQRxdJg7NSeljaU9xGZoeAAAAA?pid=ImgDet&amp;w=150&amp;h=150&amp;c=7&amp;dpr=1.1"">  <img height=""93"" width=""93"" alt=""Writing Art Pencil"" src=""https://th.bing.com/th?q=Writing+Art+Pencil&amp;w=120&amp;h=120&amp;c=1&amp;rs=1&amp;qlt=90&amp;cb=1&amp;dpr=1.1&amp;pid=InlineBlock&amp;mkt=en-US&amp;cc=US&amp;setlang=en&amp;adlt=strict&amp;t=1&amp;mw=247"" data-mce-src=""https://th.bing.com/th?q=Writing+Art+Pencil&amp;w=120&amp;h=120&amp;c=1&amp;rs=1&amp;qlt=90&amp;cb=1&amp;dpr=1.1&amp;pid=InlineBlock&amp;mkt=en-US&amp;cc=US&amp;setlang=en&amp;adlt=strict&amp;t=1&amp;mw=247"">  <img src=""https://th.bing.com/th/id/OIP.Kr2_iWXqA8CVVHCHtZugIAHaH0?w=166&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" alt=""Image result for drawing pencil for sketching logo"" width=""86"" height=""93"" data-mce-src=""https://th.bing.com/th/id/OIP.Kr2_iWXqA8CVVHCHtZugIAHaH0?w=166&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""><img src=""https://th.bing.com/th/id/OIP.Q60ibjhlPjl0W7RcTlsQBgHaH0?w=183&amp;h=192&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" alt=""Image result for scanner logo"" width=""88"" height=""92"" data-mce-src=""https://th.bing.com/th/id/OIP.Q60ibjhlPjl0W7RcTlsQBgHaH0?w=183&amp;h=192&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""></p>
<p><img src=""https://th.bing.com/th/id/OIP.ko13yd1_i0hveVO50KGKLQAAAA?w=100&amp;h=100&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" alt=""Image result for Does not contain rain forest wood  logo"" data-mce-src=""https://th.bing.com/th/id/OIP.ko13yd1_i0hveVO50KGKLQAAAA?w=100&amp;h=100&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> Does not contain Rain Forest Wood</p>
<p><img src=""https://th.bing.com/th/id/OIP.VeSRuYuWPxZkaqe1EPT-RAHaFN?w=267&amp;h=187&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" alt=""Image result for CE logo"" width=""82"" height=""57"" data-mce-src=""https://th.bing.com/th/id/OIP.VeSRuYuWPxZkaqe1EPT-RAHaFN?w=267&amp;h=187&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> Complies to European Safety STD. EN71</p>
<p><img src=""https://th.bing.com/th/id/OIP.MUubJpqFdkKTCGPQER2ZhgHaHa?w=200&amp;h=200&amp;c=7&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" width=""82"" height=""82"" data-mce-src=""https://th.bing.com/th/id/OIP.MUubJpqFdkKTCGPQER2ZhgHaHa?w=200&amp;h=200&amp;c=7&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> <img src=""https://th.bing.com/th/id/OIP.q1j9uxm0C_ISLTzB7IerIwHaE8?w=244&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" alt=""Image result for UK CA logo"" width=""119"" height=""89"" data-mce-src=""https://th.bing.com/th/id/OIP.q1j9uxm0C_ISLTzB7IerIwHaE8?w=244&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""> non-toxic<img src=""https://th.bing.com/th/id/OIP.TOAvena6PAmuGp_eo7dXvgHaHa?w=179&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" alt=""Image result for Non Toxic logo"" width=""62"" height=""63"" data-mce-src=""https://th.bing.com/th/id/OIP.TOAvena6PAmuGp_eo7dXvgHaHa?w=179&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7""></p>
<p><strong><span style=""color: rgb(255, 42, 0);"" data-mce-style=""color: rgb(255, 42, 0);"">Warning !</span></strong></p>
<p><span style=""color: rgb(0, 0, 0);"" data-mce-style=""color: rgb(0, 0, 0);"">Not suitable for children under three years due to the presence of small parts which can be swallowed.</span></p>
<p><span style=""color: rgb(0, 0, 0);"" data-mce-style=""color: rgb(0, 0, 0);""><img height=""72"" width=""72"" alt=""See related image detail. Recycle vector icon. Ecology illustration sign. recycling symbol. Eco ..."" src=""https://th.bing.com/th/id/OIP._oOOA-iaApE0NWt-oAVcBwHaHa?pid=ImgDet&amp;w=207&amp;h=207&amp;c=7&amp;dpr=1.1"" data-mce-src=""https://th.bing.com/th/id/OIP._oOOA-iaApE0NWt-oAVcBwHaHa?pid=ImgDet&amp;w=207&amp;h=207&amp;c=7&amp;dpr=1.1""></span></p>
<p>Recycle</p>
<p><img src=""https://th.bing.com/th/id/OIP.-mQkg_YuvYMmiwBQ6d58sQHaHa?w=179&amp;h=180&amp;c=7&amp;r=0&amp;o=5&amp;dpr=1.1&amp;pid=1.7"" alt=""Image result for made in china sticker"" width=""69"" height=""70""></p>",Original,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Writing Pencils,Pencils,"Brands, Conference Supplies, Desk Accessories, Kids, Office Supplies, Original, PENCILS",true,Title,Default Title,,,,,,,,097 43970,0.0,shopify,92,continue,manual,0.500,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/image00010copy1jpg.jpg?v=1725100848,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
staedtler-noris-pencil-with-rubber-tip-st-122-hba-53-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/097_43970-1_94c3d6c1-bcf0-4e95-a495-7170f63a9661.jpg?v=1725100716,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original®-laminating-pouches-copy,Orange® Laminating Pouches,"<p>* Premium Quality</p>
<p>* Ripple Free Technology </p>
<p>* Crystal Clear Finishing </p>
<p>* 100 pouches in pack. </p>
<p><br></p>
<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1""> </p>
<h1 data-mce-fragment=""1""> </h1>",Others,"Office Supplies > General Office Supplies > Laminating Film, Pouches & Sheets > Laminating Pouches",Laminating Pouches,"Brands, Conference Supplies, Desk Accessories, Office Supplies, OTHERS, Presentation Equipment",true,Thickness & Size,125 MIC- SIZE 216MM X 303MM (A4),,,,,,,,069 55684,0.0,shopify,81,continue,manual,2.800,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/WhatsApp_Image_2024-09-04_at_2.30.19_PM.jpg?v=1725449592,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original®-laminating-pouches-copy,,,,,,,,,115 MIC - SIZE 303MM X 426MM (A3),,,,,,,,"",0.0,shopify,0,deny,manual,5.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Lamination_sheet.jpg?v=1723108149,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
original®-laminating-pouches-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/image00005copy2.jpg?v=1725100498,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,"Original® Label Sticker Paper, 100 Sheets A4 Sticker Printable Self-Adhesive Paper for Inkjet & Laser Printer","<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Original_Logo.jpg?v=1722946596"" width=""162"" height=""78""></p>
<p><span style=""color: rgb(43, 0, 255);""><strong>Premium Quality Multi Purpose Labels</strong></span></p>
<p><span style=""color: rgb(43, 0, 255);""><strong>        <span style=""text-decoration: underline;"">A4 Labels</span></strong></span></p>
<p>   Laser / Inkjet / Copier</p>
<p><img src=""https://cdn-icons-png.flaticon.com/512/7187/7187838.png"" alt=""Printer - Free technology icons"" width=""52"" height=""52""> Printer       <img src=""https://th.bing.com/th/id/OIP.2lrkn19huPHTcZEdMjMXJgAAAA?pid=ImgDet&amp;w=181&amp;h=181&amp;c=7&amp;dpr=1.1"" alt=""See related image detail. Page Icon #348746 - Free Icons Library"" width=""48"" height=""48""> Jam Free   <img src=""https://p7.hiclipart.com/preview/605/164/873/marmoleum-linoleum-environmentally-friendly-sheet-vinyl-flooring-cork-eco-city.jpg"" alt=""Marmoleum Linoleum Environmentally friendly Sheet vinyl flooring Cork ..."" width=""58"" height=""58""> Eco</p>
<ul>
<li>Devlarations Products</li>
<li>Addressing</li>
<li>Marking Wooden, Plastic , Metal and Glass products</li>
<li>Labels for Cds and Diskettes</li>
<li>Labels sheets per box :100 </li>
<li>Labels per sheet: 1</li>
</ul>
<!---->",Original,Office Supplies > General Office Supplies > Labels & Tags > Address Labels,Desk Accessories,"Brands, Lables, Original",true,Label Per Sheet,1 (210X297mm) AAK-1001,,,,,,,,061 AAK-1001,0.0,shopify,36,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Original_LabelStickerPapercopy.jpg?v=1743615647,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1Label.jpg?v=1743615647,kg,,,true,,,active
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,2 (210X148mm) AAK-1002,,,,,,,,061 AAK-1002,0.0,shopify,95,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Label.jpg?v=1743615647,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2Label.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,4 (105X148mm) AAK-1003,,,,,,,,061 AAK-1003,0.0,shopify,91,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1Label.jpg?v=1743615647,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/4Label2.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,8 (97X67.7mm) AAK-1008,,,,,,,,061 AAK-1008,0.0,shopify,96,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2Label.jpg?v=1743615647,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8Label.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,10 (105X57mm) AAK-1010,,,,,,,,061 AAK-1010,0.0,shopify,100,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/4Label2.jpg?v=1743615647,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/10Label.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,14 (105X40mm) AAK-1014,,,,,,,,061 AAK-1212,0.0,shopify,100,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8Label.jpg?v=1743615647,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/14_Label.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,21 (70X42.4mm) AAK-1021,,,,,,,,061 AAK-1021,0.0,shopify,97,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/10Label.jpg?v=1743615647,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/21_Label_1.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,24 (64.6X33.8mm) AAK-1024,,,,,,,,061 AAK-1024,0.0,shopify,99,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/24Label5.jpg?v=1743615647,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/24Label5.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,33 (70X25.4mm) AAK-1033,,,,,,,,061 AAK-1033,0.0,shopify,96,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/33Label.jpg?v=1743615647,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/33Label.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,40 (52.5X29.7mm) AAK-1040,,,,,,,,061 AAK-1040,0.0,shopify,1,deny,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/40Label.jpg?v=1743615647,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/40Label.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,56 (52.2X21.2mm) AAK-1056,,,,,,,,061 AAK-1056,0.0,shopify,-1,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/56Label1.jpg?v=1743615647,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/56Label1.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,65 (38X21.2mm) AAK-1065,,,,,,,,061 AAK-1065,0.0,shopify,98,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/65Label.jpg?v=1743615647,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/65Label.jpg?v=1743615647,kg,,,,,,
atlas-price-label-l2-pl1010e-bk-copy,,,,,,,,,14 (105X42.2mm) AAK-1114,,,,,,,,061 AAK-1114,0.0,shopify,100,continue,manual,2.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/14Label1.jpg?v=1743615647,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/14Label1.jpg?v=1743615647,kg,,,,,,
